Scheme Name;Net Asset Value
Motilal Oswal S&P BSE Low Volatility Index Fund-Regular plan;11.8454
Motilal Oswal S&P BSE Quality Index Fund-Regular plan;11.4286
Motilal Oswal SP BSE Quality Index Fund-Direct plan;11.4896
Navi Nifty 50 Index Fund-Direct Plan-Growth;12.0345
Navi Nifty 50 Index Fund-Regular Plan-Growth;11.9871
Navi Nifty Bank Index Fund- Direct Plan- Growth;11.4155
Navi Nifty Bank Index Fund- Regular Plan- Growth;11.3045
Navi Nifty India Manufacturing Index Fund- Direct Plan- Growth;10.9826
Navi Nifty India Manufacturing Index Fund- Regular Plan- Growth;10.9062
Navi Nifty Midcap 150 Index Fund Direct Plan- Growth;12.4414
Navi Nifty Midcap 150 Index Fund Regular Plan- Growth;12.2982
Navi Nifty Next 50 Index Fund- Direct Plan- Growth;10.3157
Navi Nifty Next 50 Index Fund- Regular Plan- Growth;10.24
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - ANNUAL - IDCW Option;24.7483
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - ANNUAL - IDCW Option;26.8570
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - HALF YEARLY - IDCW Option;26.8189
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - QUARTERLY - IDCW Option;26.8138
Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Bonus Option;33.6609
Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Growth Option;33.6609
Nippon India Index Fund - Nifty 50 Plan - Growth Plan - Bonus Option;31.4913
Nippon India Index Fund - Nifty 50 Plan - Growth Plan - Growth Option;31.4913
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - HALF YEARLY - IDCW Option;24.8338
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - QUARTERLY - IDCW Option;24.8337
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - ANNUAL - IDCW Option;25.0380
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - DIRECT Plan - ANNUAL - IDCW Option;26.5965
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - DIRECT Plan - HALF YEARLY - IDCW Option;26.5615
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - DIRECT Plan - QUARTERLY - IDCW Option;26.5983
Nippon India Index Fund - S&P BSE Sensex Plan - Direct Plan Growth Plan - Bonus Option;33.4359
Nippon India Index Fund - S&P BSE Sensex Plan - Direct Plan Growth Plan - Growth Option;33.4359
Nippon India Index Fund - S&P BSE Sensex Plan - Growth Plan - Bonus Option;31.7660
Nippon India Index Fund - S&P BSE Sensex Plan - Growth Plan - Growth Option;31.7660
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - HALF YEARLY - IDCW Option;25.0433
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - QUARTERLY - IDCW Option;25.0407
Nippon India Nifty 50 Value 20 Index Fund - Direct Plan - Growth Option;13.8646
NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - DIRECT Plan - IDCW Option;13.8646
NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - IDCW Option;13.6688
Nippon India Nifty 50 Value 20 Index Fund - Regular Plan - Growth Option;13.6688
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Direct Plan - Growth Option;10.4947
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Direct Plan - IDCW Option;10.2151
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - Growth Option;10.4687
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - IDCW Option;10.2100
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-Growth Option;10.5082
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-IDCW Option;10.5082
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-Growth Option;10.4947
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-IDCW Option;10.4947
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth Option;11.2315
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - IDCW Option;11.2315
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth Option;11.1658
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Option;11.1658
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Direct Plan-Growth Option;10.5500
Nippon India Nifty G-Sec Jun 2036 Maturity Index fund-Direct Plan-IDCW Option;10.5500
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-Growth Option;10.5383
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-IDCW Option;10.5383
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-Growth Option;10.3699
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Direct Plan-IDCW Option;10.3699
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-Growth Option;10.3633
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Regular Plan-IDCW Option;10.3633
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-Growth Option;10.4110
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-IDCW Option;10.4110
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-Growth Option;10.3997
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-IDCW Option;10.3997
Nippon India Nifty Midcap 150 Index Fund - Direct Plan - Growth Option;15.1723
NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - DIRECT Plan - IDCW Option;15.1723
NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - IDCW Option;14.9649
Nippon India Nifty Midcap 150 Index Fund - Regular Plan - Growth Option;14.9649
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-Growth Option;10.4760
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-IDCW Option;10.4760
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan IDCW Option;10.4633
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan-Growth Option;10.4633
Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund-Regular Plan-IDCW Option;10.3271
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-Growth Option;10.3343
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-IDCW Option;10.3343
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Regular Plan-Growth Option;10.3271
Nippon India Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option;20.8262
NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - DIRECT Plan - IDCW Option;20.8262
NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - IDCW Option;20.4161
Nippon India Nifty Smallcap 250 Index Fund - Regular Plan - Growth Option;20.4161
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, Growth Option;10.3677
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, IDCW Option;10.3677
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, Growth Option;10.3595
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, IDCW Option;10.3595
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Growth;10.5979
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);10.6437
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Growth;10.5680
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);10.5682
SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Growth;10.6709
SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);10.6709
SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Growth;10.6528
SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);10.6536
SBI |CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Growth;10.8046
SBI CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);10.8047
SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Growth;10.7847
SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);10.7851
SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Growth;10.5602
SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);10.5604
SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Growth;10.5453
SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);10.5455
SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH;170.8690
SBI Nifty Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);87.7647
SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH;163.8482
SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);84.0640
SBI Nifty Midcap 150 Index Fund - Direct Plan - Growth;11.4213
SBI Nifty Midcap 150 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);11.4212
SBI Nifty Midcap 150 Index Fund - Regular Plan - Growth;11.3744
SBI Nifty Midcap 150 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);11.3745
SBI Nifty Next 50 Index Fund - Direct Plan - Growth;11.9872
SBI Nifty Next 50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);11.9870
SBI Nifty Next 50 Index Fund - Regular Plan - Growth;11.8630
SBI Nifty Next 50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);11.8633
SBI Nifty Smallcap 250 Index Fund - Direct Plan - Growth;11.3897
SBI Nifty Smallcap 250 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);11.3897
SBI Nifty Smallcap 250 Index Fund - Regular Plan - Growth;11.3429
SBI Nifty Smallcap 250 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);11.3430
SBI S&P BSE Sensex Index Fund - Direct Plan - Growth;10.1620
SBI S&P BSE Sensex Index Fund - Direct Plan - IDCW;10.1620
SBI S&P BSE Sensex Index Fund - Regular Plan - Growth;10.1605
SBI S&P BSE Sensex Index Fund - Regular Plan - IDCW;10.1605
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund) - Direct Plan - Growth Option;122.8014
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option;67.0939
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)-Growth;117.7482
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund-Income Distribution CUM Capital Withdrawal;64.3364
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH;10.5812
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW PAYOUT;10.5812
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW REINVESTMENT;10.5812
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH;10.5581
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW PAYOUT;10.5581
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW REINVESTMENT;10.5581
Tata Nifty 50 Index Fund -Direct Plan;124.5420
Tata Nifty 50 Index Fund -Regular Plan;115.6077
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-Growth;10.3427
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-IDCW Payout;10.3427
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-IDCW Reinvestment;10.3427
Tata Nifty G Sec Dec 2026 Index Fund-Regular Plan-Growth;10.3217
Tata Nifty G Sec Dec 2026 Index Fund-Regular Plan-IDCW Payout;10.3217
Tata Nifty G SEc Dec 2026 Index Fund-Regular Plan-IDCW Reinvestment;10.3217
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - Growth;10.4145
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - IDCW Payout;10.4145
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - IDCW Reinvestment;10.4145
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - Growth;10.3932
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - IDCW Payout;10.3932
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - IDCW Reinvestment;10.3932
Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Direct Plan;10.8273
Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Regular Plan;10.7589
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Payout - Direct Plan;10.8273
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Payout - Regular Plan;10.7589
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Reinvestment - Direct Plan;10.8273
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Reinvestment - Regular Plan;10.7589
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund -Regular Plan-IDCW Payout;10.6283
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund- Direct Plan-Growth;10.6704
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Direct Plan- IDCW Reinvestment;10.6704
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Direct Plan-IDCW Payout;10.6704
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan -Growth;10.6283
Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan- IDCW Reinvestment;10.6283
Tata S&P BSE Sensex Index Fund - Direct Plan;165.2076
Tata S&P BSE Sensex Index Fund -Regular Plan;157.1024
Taurus Nifty 50 Index Fund - Direct Plan - Growth;38.0298
Taurus Nifty 50 Index Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option;35.5914
Taurus Nifty 50 Index Fund - Regular Plan - Growth;35.8844
Taurus Nifty 50 Index Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option;22.8725
UTI Nifty Next 50 Index Fund - Direct Plan - Growth Option;16.0285
UTI Nifty Next 50 Index Fund - Regular Plan - Growth Option;15.6095
UTI CRISIL SDL Maturity April 2033 Index Fund - Direct Plan - Growth Option;10.5047
UTI CRISIL SDL Maturity April 2033 Index Fund - Regular Plan - Growth Option;10.4913
UTI CRISIL SDL Maturity June 2027 Index Fund - Direct Plan - Growth Option;10.3329
UTI CRISIL SDL Maturity June 2027 Index Fund - Regular Plan - Growth Option;10.3216
UTI Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option;14.5124
UTI Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option;14.3455
UTI Nifty 50 Index Fund - Direct Plan - IDCW;64.7059
UTI Nifty 50 Index Fund - Growth Option- Direct;128.4321
UTI Nifty 50 Index Fund - Regular Plan - Growth Option;126.9813
UTI Nifty 50 Index Fund - Regular Plan - IDCW;63.973
UTI Nifty 500 Value 50 Index Fund - Direct Plan - Growth Option;10.4054
UTI Nifty 500 Value 50 Index Fund - Regular Plan - Growth Option;10.3994
UTI Nifty Midcap 150 Quality 50 Index Fund - Direct Plan - Growth Option;10.0739
UTI Nifty Midcap 150 Quality 50 Index Fund - Regular Plan - Growth Option;10.018
UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Direct Plan - Growth Option;10.289
UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Regular Plan - Growth Option;10.2798
UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Direct Plan - Growth Option;10.3303
UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Regular Plan - Growth Option;10.3228
UTI Nifty50 Equal Weight Index Fund - Direct Plan - Growth Option;10.0945
UTI Nifty50 Equal Weight Index Fund - Regular Plan - Growth Option;10.093
UTI S&P BSE Housing Index Fund - Direct Plan - Growth Option;10.2485
UTI S&P BSE Housing Index Fund - Regular Plan - Growth Option;10.2469
UTI S&P BSE Low Volatility Index Fund - Direct Plan  - Growth Option;11.9961
UTI S&P BSE Low Volatility Index Fund - Regular Plan - Growth Option;11.9237
UTI S&P BSE Sensex Index Fund - Direct Plan - Growth Option;11.1156
UTI S&P BSE Sensex Index Fund - Regular Plan  -Growth Option;11.1003
Aditya Birla Sun Life CRISIL Liquid Overnight ETF - IDCW Daily Reinvestment with Weekly Payout;1000.
Aditya Birla Sun Life Nifty 200 Momentum 30 ETF;21.3361
Aditya Birla Sun Life Nifty 200 Quality 30 ETF;15.5352
Aditya Birla Sun Life Nifty ETF;21.28
Aditya Birla Sun Life Nifty Bank ETF;44.2178
Aditya Birla Sun Life Nifty Healthcare ETF;8.7266
Aditya Birla Sun Life Nifty IT ETF;29.3126
Aditya Birla Sunlife Nifty Next 50 ETF;45.0737
Aditya Birla Sun Life S&P BSE Sensex ETF;61.6388
Aditya Birla Sun Life Silver ETF;74.5767
Axis Nifty 50 ETF;201.0123
Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF;11.0324
Axis NIFTY Bank ETF;445.2893
Axis NIFTY Healthcare ETF;87.2233
Axis NIFTY India Consumption ETF;83.6327
Axis IT ETF;297.5959
Axis S & P BSE Sensex ETF;63.5278
Axis Silver ETF;73.7615
BANDHAN Nifty 50 ETF;200.9799
BANDHAN S&P BSE Sensex ETF;672.2614
DSP NIFTY 1D Rate Liquid ETF - IDCW - Daily Reinvest;1000.0000
DSP Nifty 50 Equal Weight ETF;224.8198
DSP Nifty 50 ETF;191.2948
DSP Nifty Bank ETF;44.1606
DSP Nifty Midcap 150 Quality 50 ETF;173.9945
DSP Silver ETF;71.6730
Bharat Bond ETF - April 2023;1233.1088
Bharat Bond ETF - April 2030;1283.6359
BHARAT Bond ETF - April 2032;1074.7009
BHARAT Bond ETF - April 2033;1043.2211
BHARAT Bond ETF April 2025;1134.4952
BHARAT Bond ETF- April 2031;1146.1599
Edelweiss ETF - Nifty Bank;4496.5159
Groww Nifty50 Exchange Traded Fund (formerly known as Indiabulls Nifty50 Exchange Traded) Fund;197.6843
HDFC NIFTY 100 ETF - Growth Option;189.5719
HDFC NIFTY 50 Exchange Traded Fund - Growth Plan;204.711
HDFC NIFTY Banking Exchange Traded Fund - GROWTH;444.2714
HDFC NIFTY GROWTH SECTORS 15 ETF - Growth Option;94.9781
HDFC NIFTY IT ETF - Growth option;288.1117
HDFC NIFTY Midcap 150 ETF - Growth Option;131.9568
HDFC NIFTY NEXT 50 ETF - Growth Option;439.887
HDFC NIFTY Private Bank ETF - Growth Option;225.7937
HDFC NIFTY Smallcap 250 ETF - Growth Option;104.5291
HDFC NIFTY100 Low Volatility 30 ETF - Growth Option;143.258
HDFC NIFTY100 QUALITY 30 ETF - Growth Option;42.6411
HDFC NIFTY200 MOMENTUM 30 ETF - Growth Option;213.0968
HDFC NIFTY 50 VALUE 20 ETF - Growth Option;98.0289
HDFC S&P BSE 500 ETF - Growth Option;25.7318
HDFC S&P BSE Sensex Exchange Traded Fund - Growth Plan;693.5673
HDFC Silver ETF - Growth Option;71.4266
BHARAT 22 ETF;66.0069
ICICI Prudential Nifty 10 yr Benchmark G-sec ETF;216.5237
ICICI Prudential Nifty 100 ETF;205.7247
ICICI Prudential Nifty 100 Low Volatility 30 ETF;154.3895
ICICI Prudential Nifty 200 Momentum 30 ETF;21.5338
ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF;52.6829
ICICI Prudential Nifty 50 ETF;205.7040
ICICI Prudential Nifty Alpha Low- Volatility 30 ETF;192.2388
ICICI Prudential Nifty Auto ETF;149.0338
ICICI Prudential Nifty Bank ETF;44.2699
ICICI Prudential Nifty Commodities ETF;60.8751
ICICI Prudential Nifty Financial Services Ex-BaNk ETF;18.3238
ICICI Prudential Nifty FMCG ETF;539.4994
ICICI Prudential Nifty Healthcare ETF;87.3619
ICICI Prudential Nifty India Consumption ETF;83.6912
ICICI Prudential Nifty Infrastructure ETF;57.9651
ICICI Prudential Nifty IT ETF;29.9211
ICICI Prudential Nifty Midcap 150 ETF;134.4371
ICICI Prudential Nifty Next 50 ETF;45.2516
ICICI Prudential Nifty Private Bank ETF;223.7767
ICICI Prudential Nifty PSU Bank ETF;40.6083
ICICI Prudential Nifty50 Value 20 ETF;106.4779
ICICI Prudential S&P BSE 500 ETF;27.0901
ICICI Prudential S&P BSE Liquid Rate ETF;1000.0000
ICICI Prudential S&P BSE Midcap Select ETF;109.6547
ICICI Prudential S&P BSE Sensex ETF;702.2360
ICICI PRUDENTIAL SILVER ETF;73.9684
Invesco India Nifty 50 Exchange Traded Fund;2086.5422
Kotak Nifty 100 Low Volatility 30 ETF;14.5591
Kotak Nifty 1D Rate Liquid ETF;1000
Kotak Nifty 50 ETF;201.6323
Kotak Nifty 50 Value 20 ETF - Payout of Income Distribution cum capital withdrawal option;108.5326
Kotak Nifty Alpha 50 ETF;29.9409
Kotak Nifty Bank ETF;447.9776
Kotak Nifty India Consumption ETF;82.8227
Kotak Nifty IT ETF;29.7743
Kotak Nifty Midcap 50 ETF;99.5541
Kotak Nifty MNC ETF;21.8642
Kotak Nifty PSU Bank ETF;402.6748
Kotak S&P BSE Sensex ETF;67.4358
Kotak Silver ETF;72.0695
LIC MF Nifty 100 ETF;200.9328
LIC MF Nifty 50 ETF;204.2569
LIC MF Nifty 8-13 yr G-Sec ETF;23.8196
LIC MF S & P BSE Sensex ETF;692.2158
Mirae Asset Hang Seng TECH ETF;14.7409
Mirae Asset ESG Sector Leaders ETF;30.5691
Mirae Asset Nifty 100 Low Volatility 30 ETF;143.3362
Mirae Asset Nifty 50 ETF (MAN50ETF);197.5671
Mirae Asset Nifty 8-13 yr Gsec ETF;24.5045
Mirae Asset Nifty Financial Services ETF;19.7112
Mirae Asset Nifty India Manufacturing ETF;91.9783
Mirae Asset Nifty Midcap 150 ETF Regular Growth Option;13.2600
Mirae Asset Nifty Next 50 ETF (MANxt50ETF);442.6988
Mirae Asset NYSE FANG + ETF;63.1221
Mirae Asset S&P 500 Top 50 ETF;31.8229
Mirae Asset Silver ETF;72.4037
Motilal Oswal Nasdaq 100 ETF (MOFN100);121.9236
Motilal Oswal Nasdaq Q50 ETF;55.2801
Motilal Oswal Nifty 200 Momentum 30 ETF;42.8197
Motilal Oswal Nifty 5 year Benchmark G-sec ETF;52.2821
Motilal Oswal Nifty 50 ETF;190.1529
Motilal Oswal Nifty Midcap 100 ETF;37.2744
Motilal Oswal SP BSE Enhanced Value ETF;52.9150
Motilal Oswal S&P BSE Healthcare ETF;25.1437
Motilal Oswal S&P BSE Low Volatility ETF;26.7510
Motilal Oswal S&P BSE Quality ETF;130.5631
CPSE ETF;43.6754
Nippon India ETF Hang Seng BeES;285.0379
Nippon India ETF Nifty 100;195.7660
Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option;1000.0000
Nippon India ETF Nifty 5 yr Benchmark G-Sec;52.4726
Nippon India ETF Nifty 50 BeES;206.8406
Nippon India ETF Nifty 50 Shariah BeES;412.8268
Nippon India ETF Nifty 50 Value 20;109.3846
Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt;24.1766
Nippon India ETF Nifty Bank BeES;447.0508
Nippon India ETF Nifty CPSE Bond Plus SDL Sep2024 50:50;113.9543
Nippon India ETF Nifty Dividend Opportunities 50;52.8491
Nippon India ETF Nifty India Consumption;90.2820
Nippon India ETF Nifty Infrastructure BeES;590.6869
Nippon India ETF Nifty IT;29.9845
Nippon India ETF Nifty Midcap 150;134.6756
Nippon India ETF Nifty Next 50 Junior BeES;464.1596
Nippon India ETF Nifty PSU Bank BeES;44.9389
Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight;113.5735
Nippon India ETF S&P BSE Sensex;702.3172
Nippon India ETF S&P BSE Sensex Next 50;55.2469
Nippon India Nifty Auto ETF;149.1083
Nippon India Nifty Pharma ETF;13.3928
Nippon India Silver ETF;71.4746
Quantum Nifty 50 ETF;2002.2858
SBI Nifty 10 yr Benchmark G-Sec ETF;216.6289
SBI Nifty 200 Quality 30 ETF;162.7038
SBI Nifty 50 ETF;195.5645
SBI Nifty Bank ETF;443.3436
SBI Nifty Consumption ETF;83.5497
SBI Nifty IT ETF;299.3241
SBI Nifty Next 50 ETF;459.4124
SBI Nifty Private Bank ETF;226.3264
SBI S&P BSE 100 ETF;206.6688
SBI S&P BSE SENSEX ETF;681.6152
SBI S&P BSE Sensex Next 50 ETF;563.7453
Tata Nifty 50 Exchange Traded Fund;198.0338
Tata Nifty India Digital Exchange Traded Fund;59.6128
Tata Nifty Private Bank Exchange Traded Fund;229.1763
UTI Nifty Next 50 Exchange Traded Fund;46.2171
UTI - S&P BSE Sensex Next 50 Exchange Traded Fund;56.1426
UTI Nifty 50 ETF;2013.1279
UTI Nifty Bank ETF;44.568
UTI S&P BSE Sensex ETF;677.3777
UTI Silver Exchange Traded Fund;73.0913
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA DIRECT GROWTH;15.67
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA REGULAR GROWTH;14.49
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Direct - IDCW;15.67
ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Regular - IDCW;14.5
Axis Children's Gift Fund - Lock in - Direct Growth;22.6050
Axis Children's Gift Fund - Lock in - Direct Plan - IDCW;22.5858
Axis Children's Gift Fund - Lock in - Regular Growth;20.3699
Axis Children's Gift Fund - Lock in - Regular Plan - IDCW;20.3810
Axis Children's Gift Fund - No Lock in - Direct Growth;22.9496
Axis Children's Gift Fund - No Lock in - Direct Plan - IDCW;22.6168
Axis Children's Gift Fund - No Lock in - Regular Plan - Growth;20.3674
Axis Children's Gift Fund - No Lock in - Regular Plan - IDCW;20.3640
HDFC Children Gift Fund-Savings;44.0722
HDFC Childrens Gift Fund - Direct Plan;238.225
HDFC Childrens Gift Fund - Growth Plan;218.55
HDFC Childrens Gift Fund Savings Plan-Direct Plan;45.8807
ICICI Prudential Child Care Fund (Gift Plan) - Cumulative;215.53
ICICI Prudential Child Care Fund (Gift Plan) - Direct Plan - Cumulative;233.29
